;Player 0;Player 1;Player 2;Player 3;Player 4;Player 5;Player 6;Player 7;Player 8;Player 9;
Round0;964;1060;1012;1036;984;1012;940;988;988;1016
Round1;952;1120;1000;1096;992;976;952;952;928;1032
Round2;916;1108;1012;1084;1000;940;964;940;988;1048
Round3;928;1120;976;1120;984;952;928;904;1024;1064
Round4;916;1132;892;1132;1016;940;988;916;1012;1056
Round5;928;1120;880;1096;1000;952;976;976;1048;1024
Round6;892;1156;892;1084;1032;916;1012;964;1060;992
Round7;880;1168;832;1120;1064;904;1024;1024;976;1008
Round8;868;1204;796;1180;1120;916;988;988;916;1024
Round9;832;1216;856;1144;1104;952;1000;952;904;1040
Round10;748;1228;820;1132;1136;1012;1012;988;916;1008
Round11;784;1216;832;1096;1120;1072;1024;976;856;1024
Round12;796;1180;796;1108;1152;1084;1060;964;844;1016
Round13;736;1216;808;1048;1160;1120;1072;952;880;1008
Round14;796;1228;820;1036;1144;1084;1084;916;868;1024
Round15;736;1264;808;1072;1128;1072;1120;904;856;1040
Round16;748;1228;772;1036;1112;1084;1132;964;892;1032
Round17;712;1216;856;1072;1096;1096;1072;1000;880;1000
Round18;748;1204;844;1084;1104;1108;1060;988;868;992
Round19;760;1168;808;1048;1136;1144;1048;1000;904;984
Round20;700;1180;868;1060;1120;1132;1108;1012;892;928
Round21;664;1168;904;1072;1104;1120;1096;1024;904;944
Round22;676;1132;916;1108;1136;1132;1084;1012;892;912
Round23;736;1120;904;1144;1168;1096;1048;952;904;928
Round24;748;1084;868;1180;1152;1132;1060;964;892;920
Round25;712;1096;832;1120;1160;1096;1168;1024;880;912
Round26;676;1132;820;1132;1144;1132;1180;988;892;904
Round27;712;1192;832;1096;1128;1120;1216;976;832;896
Round28;700;1156;868;1132;1112;1156;1180;1012;796;888
Round29;712;1120;832;1144;1096;1144;1216;1048;784;904
Round30;700;1108;796;1156;1104;1156;1228;1060;772;920
Round31;664;1096;808;1144;1088;1096;1264;1096;808;936
Round32;652;1060;772;1228;1096;1108;1276;1108;796;904
Round33;664;1024;760;1240;1104;1096;1264;1096;832;920
Round34;628;940;748;1300;1112;1108;1324;1084;844;912
Round35;664;976;760;1264;1120;1072;1288;1072;880;904
Round36;628;988;820;1252;1152;1084;1276;1060;844;896
Round37;640;1024;832;1216;1136;1072;1288;1048;856;888
Round38;628;1036;868;1228;1120;1036;1372;1036;796;880
Round39;664;1072;856;1168;1128;1000;1360;1048;808;896
Round40;676;1036;820;1132;1136;988;1420;1084;796;912
Round41;664;1000;856;1144;1120;928;1480;1072;808;928
Round42;676;1060;844;1132;1128;964;1420;1036;868;872
Round43;688;1072;832;1168;1112;976;1384;1024;904;840
Round44;652;1036;868;1204;1096;964;1420;964;964;832
Round45;640;1048;856;1192;1104;976;1432;1000;904;848
Round46;628;1036;892;1204;1088;988;1420;1012;868;864
Round47;640;1024;856;1264;1096;976;1360;1000;952;832
Round48;652;1036;820;1300;1080;916;1420;1012;940;824
